id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/24640888,"Masada VI. Yigael Yadin Excavations 1963-1965, Final Reports. Hebrew Fragments from Masada, The Ben Sira Scroll from Masada",Revue de Qumrân,2003,,article,book-review,jstor,,2003-06-01,1 (81),21,http://www.jstor.org/stable/24640888,Émile Puech; Sh. Talmon; C. Newson; Y. Yadin; E. Qimron; F. García Martínez,Editions Gabalda,fre,125,128,,écriture; talmon; manuscrit; ben sira; masada; restes; paléo hébraïque; notre ère; écriture paléo; lignes,2429,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663220,WHO SEPARATED FROM WHOM AND WHY? A PHILOLOGICAL STUDY OF 4QMMT,Revue de Qumrân,2011,,article,research-article,jstor,,2011-11-01,2 (98),25,http://www.jstor.org/stable/24663220,Elitzur A. Bar-Asher Siegal,Editions Gabalda,eng,229,256,,qumran; mishnaic hebrew; asher siegal; bar asher; separation; strugnell qumran; rabbinic; sea scrolls; tosefta; bar asher siegal,12714,28,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609159,"THE CONFUSION OF ""TAW"" WITH ""WAW-NUN"" IN READING ""1QIsa
          <sup>a</sup>
          29:13""",Revue de Qumrân,1992,,article,research-article,jstor,,1992-03-01,4 (60),15,http://www.jstor.org/stable/24609159,David S. New,Editions Gabalda,eng,609,610,,left leg; trever; leg projects; qumrân cave; scroll; isaiah; qumran scroll; see ydty; habakkuk commentary; slight scurve,529,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606712,Front Matter,Revue de Qumrân,1969,,article,misc,jstor,,1969-12-01,1 (25),7,http://www.jstor.org/stable/24606712,,Editions Gabalda,eng,,,,ouellette variantes; gott nachfolgen; qumran excavations; eschatologie dans; fiditions letouzey; sea scrolls; daniel faux; sommaire articles; prophetes surnom; medial mem,273,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663040,Back Matter,Revue de Qumrân,2008,,article,misc,jstor,,2008-06-01,3 (91),23,http://www.jstor.org/stable/24663040,,Editions Gabalda,fre,,,,,,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26566475,"The Dynamics of Dream-Vision Revelation in the Aramaic Dead Sea Scrolls (Journal of Ancient Judaism, Supplement 19)",Revue de Qumrân,2018,,article,book-review,jstor,,2018-01-01,1 (111),30,http://www.jstor.org/stable/26566475,Frances L. Flannery; Andrew Perrin,Peeters Publishers,eng,120,122,,aramaic; sea scrolls; aramaic dead; perrin; dream visions; dead sea; dead sea scrolls; early judaism; aramaic texts; aramaic dead sea,1623,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599066,NOTES EN MARGE DU VOLUME V des « Discoveries in the Judaean Desert of Jordan »,Revue de Qumrân,1970,,article,research-article,jstor,,1970-04-01,2 (26),7,http://www.jstor.org/stable/24599066,John Strugnell,Editions Gabalda,fre,163,276,,allegro; douteux; septante; fragment; texte biblique; lignes; verset; kennicott; mutilé; manuscrit,46985,114,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599116,Law in the New Testament,Revue de Qumrân,1973,,article,book-review,jstor,,1973-03-01,2 (30),8,http://www.jstor.org/stable/24599116,Jean Carmignac; J. Duncan M. Derrett,Editions Gabalda,fre,275,277,,auteur; relation avec; cet ouvrage; nouveau testament; qumrân; études; évangiles; aurait été; flavius josèphe; étonnamment fraîche,1149,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24607053,DIE SYNTAX DER PRÄPOSITION B IN DER QUMRANLITERATUR,Revue de Qumrân,1985,,article,research-article,jstor,,1985-06-01,1 (45),12,http://www.jstor.org/stable/24607053,Yohanan Thorion,Editions Gabalda,ger,17,63,,verben; yohanan; rektion; regiert; die verben; das verb; objekt; yohanan thorion; literatur; bedeutung,19732,47,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24641413,"LA CONCEPTION DE LA VIE FUTURE DANS LE LIVRE DE LA ""SAGESSE"" ET LES MANUSCRITS DE LA MER MORTE : UN APERÇU",Revue de Qumrân,2003,,article,research-article,jstor,,2003-12-01,2 (82),21,http://www.jstor.org/stable/24641413,Émile Puech,Editions Gabalda,fre,209,232,,égypte; voir grelot; sagesse; grand prêtre; émile puech; jérusalem; résurrection; auteur; immortalité; temple,12921,24,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608970,MÎ ʻAD TÛMĀM: AN ABBREVIATED GLOSS?,Revue de Qumrân,1986,,article,research-article,jstor,,1986-03-01,2 (46),12,http://www.jstor.org/stable/24608970,Phillip Callaway,Editions Gabalda,eng,263,268,,dam doc; damascus covenant; phrase; abbreviations; sea scrolls; phillip callaway; antecedent; qumran; abbreviated gloss; copulative waw,2605,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663245,"THE QUMRAN ""JUBILEES"" MANUSCRIPTS AS EVIDENCE FOR THE LITERARY GROWTH OF THE BOOK",Revue de Qumrân,2014,,article,research-article,jstor,,2014-12-01,4 (104),26,http://www.jstor.org/stable/24663245,Eibert J.C. Tigchelaar,Editions Gabalda,eng,579,594,,jubilees; ethiopic jubilees; jubilees manuscripts; qumran jubilees; qumran; fragments; manuscript; qumran jubilees manuscripts; vanderkam; century bce,7120,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606827,ONT COLLABORÉ AU PRÉSENT NUMÉRO,Revue de Qumrân,1982,,article,misc,jstor,,1982-10-01,1 (41),11,http://www.jstor.org/stable/24606827,,Peeters Publishers,fre,2,2,,être adressés; garcîa martînez; doivent être; instituât rijksuniversiteit; florentino garcîa; martînez qumran; qumran instituât; sankt georgen; doivent être adressés; katholisch theologischen,230,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24640915,THE ORION CENTER BIBLIOGRAPHY OF THE DEAD SEA SCROLLS (January-June 2004),Revue de Qumrân,2004,,article,misc,jstor,,2004-12-01,4 (84),21,http://www.jstor.org/stable/24640915,Ruth A. Clements; Shelly Zilberfarb-Eshkoli,Editions Gabalda,fre,659,673,,sea scrolls; dead sea; qumran; leiden brill; dead sea scrolls; mittmann richert; neukirchen neukirchener; ulrike mittmann; hindy najman; hermann lichtenberger,5095,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599288,"The Thanksgiving Hymns translated and annotated with an Introduction (Studies on the Texts of the Desert of Judah, volume III)",Revue de Qumrân,1961,,article,book-review,jstor,,1961-05-01,2 (10),3,http://www.jstor.org/stable/24599288,Jean Carmignac; Menahem Mansoor,Editions Gabalda,fre,306,309,,hymnes; mansoor; pourrait préférer; qumrân; une certaine; texte hébreu; hymnes mais; non pas; recensions; traduction,2091,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24640913,Die sogennante « Armenfrömmigkeit » im nachexilischen Israel. (Beihefte zur Zeitschrift für die alttestamentliche Wissenschaft Band 322),Revue de Qumrân,2004,,article,book-review,jstor,,2004-12-01,4 (84),21,http://www.jstor.org/stable/24640913,Émile Puech; Johannes Un-Sok Ro,Editions Gabalda,fre,655,656,,pauvreté; émile puech; pauvreté spirituelle; psaumes; pauvreté dans; communauté; une communauté; cnwy rwh; leçon cnwy; numérotation hybride,654,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663150,"""PSEUDO-EZEKIEL"" AND THE ""APOCRYPHON OF JEREMIAH C"" IN PERSPECTIVE",Revue de Qumrân,2011,,article,research-article,jstor,,2011-01-01,1 (97),25,http://www.jstor.org/stable/24663150,Devorat Dimant; Devorah Dimant,Editions Gabalda,eng,17,39,,pseudo ezekiel; apocryphon; jeremiah; pseudo prophetic; prophetic texts; qumran; pseudo prophetic texts; garcia martinez; dimant pseudo; sea scrolls,11427,23,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24662994,"""JUB"" 50:6-13 ALS SCHLUSSABSCHNITT DES ""JUBILÄENBUCHS"" — NACHTRAG AUS QUMRAN ODER URSPRÜNGLICHER BESTANDTEIL DES WERKS?",Revue de Qumrân,2002,,article,research-article,jstor,,2002-05-01,3 (79),20,http://www.jstor.org/stable/24662994,Lutz Doering,Editions Gabalda,fre,359,387,,jubilees; lutz doering; qumran; sabbat; fremdling; berthelot aao; vanderkam; halpern amaru; mit dem; damaskusschrift,13757,29,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608826,"SAUL AND THE FEAST OF WEEKS: 1Sam 10:4 in 4QSam
          <sup>a</sup>
          and Later Tradition",Revue de Qumrân,2012,,article,research-article,jstor,,2012-06-01,3 (99),25,http://www.jstor.org/stable/24608826,Andrea Ravasco; Émile Puech,Editions Gabalda,eng; fre,473,480,,septuagint; lucianic recension; breads; qumran; sea scrolls; שתי לחם; leiden brill; jubilees; amalek; loaves,3460,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606832,THE END OF THE WORLD IN EARLY JEWISH AND CHRISTIAN CALCULATIONS,Revue de Qumrân,1982,,article,research-article,jstor,,1982-10-01,1 (41),11,http://www.jstor.org/stable/24606832,Lester L. Grabbe,Peeters Publishers,eng,107,108,,chronography; grabbe; jewish; christian chronographers; early jewish; beckwith; grabbe chronography; chronography cornes; christian interpolation; seder olam,804,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663091,DO THE SCROLLS SUGGEST RIVALRY BETWEEN THE SONS OF AARON AND THE SONS OF ZADOK AND IF SO WAS IT MUTUAL?,Revue de Qumrân,2009,,article,research-article,jstor,,2009-06-01,1 (93),24,http://www.jstor.org/stable/24663091,Charlotte Hempel,Peeters Publishers,eng,135,153,,damascus document; qumran; qumran cave; baumgarten qumran; priests; scrolls; sea scrolls; leiden brill; hempel; priestly,9070,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606878,Front Matter,Revue de Qumrân,1978,,article,misc,jstor,,1978-12-01,4 (36),9,http://www.jstor.org/stable/24606878,,Editions Gabalda,fre,,,,émile puech; qumran; zur semantik; pierre grelot; aramaic; jean carmignac; fuluro délia; qumran itsits; délia salvezza; semantik einesliteratur,291,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24640881,QUMRAN ARCHAEOLOGY: SKELETONS WITH MULTIPLE PERSONALITY DISORDERS AND OTHER GRAVE ERRORS,Revue de Qumrân,2003,,article,research-article,jstor,,2003-06-01,1 (81),21,http://www.jstor.org/stable/24640881,Joe Zias,Editions Gabalda,eng,83,98,,qumran; khirbet qumran; cemetery; joe zias; sea scrolls; bedouin; zinc coffin; archaeology skeletons; skeletal; excavated,6149,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608859,QUELQUES REMARQUES SUR LA PROVENANCE ESSÉNIENNE DU LIVRE DES JUBILÉS,Revue de Qumrân,1988,,article,research-article,jstor,,1988-10-01,1/4 (49/52),13,http://www.jstor.org/stable/24608859,Witold Tyloch,Editions Gabalda,fre,347,352,,communauté; ceux qui; pauvreté; livres; idéologie; contre; qumrân; livre des jubilés; autres; impureté,2779,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606838,Back Matter,Revue de Qumrân,1982,,article,misc,jstor,,1982-10-01,1 (41),11,http://www.jstor.org/stable/24606838,,Peeters Publishers,fre,,,,,14,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24640862,"A REVISED EDITION OF THE ""1QpaleoLev-Num
          <sup>a</sup>
          "" AND ""1QpaleoLev
          <sup>b</sup>
          ?"" FRAGMENTS",Revue de Qumrân,2006,,article,research-article,jstor,,2006-06-01,3 (87),22,http://www.jstor.org/stable/24640862,Eugene Ulrich,Editions Gabalda,eng,341,347,,leviticus; num frg; fragments; émile puech; qumran; lqpaleolev num; judaean desert; eugene ulrich; barthélémy; איש אשר,2292,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599190,"CORRIGENDA to Carmignac, Lehmann and Suitbertus",Revue de Qumrân,1959,,article,research-article,jstor,,1959-07-01,4 (4),1,http://www.jstor.org/stable/24599190,,Editions Gabalda,fre,648,648,,ané imprimeurs; apparues incomplètes; rectifications néces; jésus saltem; joannes imprimé; dépôt légal; gentilly seine; ligne jésus; toutes signalées; sont apparues,95,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608954,NOTES ON THE COPPER SCROLL (3Q15),Revue de Qumrân,1987,,article,research-article,jstor,,1987-11-01,4 (48),12,http://www.jstor.org/stable/24608954,Al Wolters,Editions Gabalda,eng,589,596,,copper scroll; milik djd; allegro; treasure; tithe vessels; hebrew; interprétation; allegro treasure; ksp mnh; translates tithe,3336,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599231,HEILIGKEIT IN DEN QUMRANSCHRIFTEN (Fortsetzung),Revue de Qumrân,1960,,article,research-article,jstor,,1960-06-01,3 (7),2,http://www.jstor.org/stable/24599231,Friedrich Nötscher,Editions Gabalda,ger,315,344,,heiligen; heiligkeit; gottes; heilig; heilige geist; heiligen geist; qumran; testament; den heiligen; neuen testament,13851,30,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609135,Front Matter,Revue de Qumrân,1993,,article,misc,jstor,,1993-12-01,2 (62),16,http://www.jstor.org/stable/24609135,,Editions Gabalda,fre,,,,qumran; wilhelm nebe; immortalité résurrection; garcia martînez; martînez dos; natalio; grelot emile; annette steudel; natalio fernandez; judaïsme ancien,213,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608922,"""4Q462"" (NARRATIVE) FRAGMENT 1: A PRELIMINARY EDITION",Revue de Qumrân,1991,,article,research-article,jstor,,1991-09-01,1/2 (57/58),15,http://www.jstor.org/stable/24608922,Mark S. Smith,Editions Gabalda,eng,55,77,,unconverted; scroll; unconverted imperfect; israël; qumran; isaiah scroll; jerusalem; suffix; four dots; horgan pesharim,9975,23,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608796,PSALMS 105 AND 106 AT QUMRAN,Revue de Qumrân,1989,,article,research-article,jstor,,1989-12-01,2 (54),14,http://www.jstor.org/stable/24608796,George J. Brooke,Editions Gabalda,eng,267,292,,psalms; qumran; psalter; israël; judaean desert; old testament; asaph psalms; levites; covenant; manuscripts,12682,26,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26566448,A PROPOSAL FOR A NEW LXX TEXT AMONG THE CAVE 7 FRAGMENTS,Revue de Qumrân,2017,,article,research-article,jstor,,2017-01-01,1 (109),29,http://www.jstor.org/stable/26566448,Lincoln H. Blumell,Peeters Publishers,eng,105,117,,fragments; baillet; letter; σου καὶ; iota adscript; two fragments; deuteronomy; καὶ εἶπεν; letter combination; new lxx,6042,13,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663062,"Messianische Texte aus Qumran. Königliche, priesterliche und prophetische Messiasvorstellungen in den Schriftfunden von Qumran (Wissenschaftliche Untersuchungen zum Neuen Testament : Reihe 2; 104)",Revue de Qumrân,2001,,article,book-review,jstor,,2001-12-01,2 (78),20,http://www.jstor.org/stable/24663062,Chang-Hyun Michel Song; Johannes Zimmermann,Editions Gabalda,fre,321,322,,messie; prophetes; qumran; messianisme; messianique; manuscrits; hyun michel; chang hyun; onction; malgre,1013,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608875,"THE CONTRIBUTIONS OF ""4QPaleoExod
          <sup>m</sup>
          "" TO TEXTUAL CRITICISM",Revue de Qumrân,1988,,article,research-article,jstor,,1988-10-01,1/4 (49/52),13,http://www.jstor.org/stable/24608875,Judith E. Sanderson,Editions Gabalda,eng,547,560,,exodus; expansions; scroll; variants; samaritan pentateuch; altérations; palaeo hebrew; qumran; deuteronomy; scribes,5780,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608866,INFLUENCE D'ÉZÉCHIEL SUR LA SPIRITUALITÉ DE QUMRÂN,Revue de Qumrân,1988,,article,research-article,jstor,,1988-10-01,1/4 (49/52),13,http://www.jstor.org/stable/24608866,E. Cothenet,Editions Gabalda,fre,431,439,,qumrân; israël; contre; maître; sainteté; communauté; esprit; peuple; son peuple; sub verbo,3581,9,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606951,"RECHERCHES SUR LES PSAUMES 151, 154 et 155",Revue de Qumrân,1975,,article,research-article,jstor,,1975-12-01,4 (32),8,http://www.jstor.org/stable/24606951,Jean Magne,Peeters Publishers,fre,503,507,,qumrân; hébreu; psalms scroll; hébreu dans; texte hébreu; dans revue; psaume; dupont sommer; apocryphal psalms; die alttestamentliche,1609,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663088,"""PESHER"" AND ""MIDRASH"" IN QUMRAN LITERATURE: ISSUES FOR LEXICOGRAPHY",Revue de Qumrân,2009,,article,research-article,jstor,,2009-06-01,1 (93),24,http://www.jstor.org/stable/24663088,George J. Brooke,Peeters Publishers,eng,79,95,,qumran; qumran literature; midrash; sea scrolls; term mdrs; dead sea; interpretation; horgan; horgan pesharim; dead sea scrolls,8652,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609099,"ASTROLOGIE JUIVE ANCIENNE : ESSAI D'INTERPRÉTATION DE ""4QCryptique (4Q186)""",Revue de Qumrân,1997,,article,research-article,jstor,,1997-04-01,1 (69),18,http://www.jstor.org/stable/24609099,Francis Schmidt,Editions Gabalda,fre,125,141,,ténèbres; signes; nocturnes; bouché leclercq; lumière; taureau; zodiaque; décans nocturnes; individus; dupont sommer,6895,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599253,BIBLIOGRAPHY,Revue de Qumrân,1961,,article,misc,jstor,,1961-02-01,1 (9),3,http://www.jstor.org/stable/24599253,William Sanford LaSor,Editions Gabalda,fre,149,160,,qumran; sea scrolls; dead sea; mer morte; découverts près; dupont sommer; qumran texts; dead sea scrolls; recension; isaiah scroll,3038,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26732873,THE MANY FORMS OF JUBILEES,Revue de Qumrân,2018,,article,research-article,jstor,,2018-01-01,2 (112),30,http://www.jstor.org/stable/26732873,Matthew P. Monger,Peeters Publishers,eng,191,211,,jubilees; manuscripts; qumran; jubilees manuscripts; qumran jubilees; jubilees material; qumran jubilees manuscripts; matthew monger; fragments; passages,9914,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606959,"CORRIGENDA to Carmignac, Cothenet, Carmignac, Burgmann, Thiering, and Carmignac",Revue de Qumrân,1975,,article,research-article,jstor,,1975-12-01,4 (32),8,http://www.jstor.org/stable/24606959,,Peeters Publishers,fre,640,640,,jdm derrett; dépôt légal; marne dépôt; virgule entre; titre supprimer; derrett par; point virgule; lire salmo; jdm derrett par; virgule entre war,98,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599255,ONT COLLABORÉ AU PRÉSENT NUMÉRO,Revue de Qumrân,1960,,article,misc,jstor,,1960-11-01,4 (8),2,http://www.jstor.org/stable/24599255,,Editions Gabalda,fre,,,,monsieur; theological seminary; fuller theological; molin dozent; cruce ordinis; qumrân laisse; sutcliffe societatis; societatis jesu; mister; fur orientkunde,229,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663085,SATANIC VERSES: The Adversary in the Qumran Manuscripts and Elsewhere,Revue de Qumrân,2009,,article,research-article,jstor,,2009-06-01,1 (93),24,http://www.jstor.org/stable/24663085,Armin Lange,Peeters Publishers,eng,35,48,,sea scrolls; qumran; dead sea; dead sea scrolls; adversary; jubilees; qumran library; satans; noun שטן; aramaic,6481,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24662978,ONT COLLABORÉ AU PRÉSENT NUMÉRO,Revue de Qumrân,2001,,article,misc,jstor,,2001-06-01,1 (77),20,http://www.jstor.org/stable/24662978,,Editions Gabalda,fre,2,2,,leuven faculteit; secretaire adjoint; katholieke universiteit; emile puech; etre adresses; florentino garcia; universiteit leuven; martinez katholieke; doivent etre; universiteit leuven faculteit,275,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24600078,"Judentum und Hellenismus. Studien zu ihrer Begegnung unter besonderer Berücksichtigung Palästinas bis zur Mitte des 2. Jh. vor Chr. (Wissenschaftliche Untersuchungen zum Neuen Testament, n° 10)",Revue de Qumrân,1970,,article,book-review,jstor,,1970-12-01,3 (27),7,http://www.jstor.org/stable/24600078,Jean Le Moyne; Martin Hengel,Editions Gabalda,fre,434,438,,hengel; palestine; judaïsme; hellénistique; judaïsme palestinien; jérusalem; qumrân; grecque; notre ère; siècle,2378,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599243,ONT COLLABORÉ AU PRÉSENT NUMÉRO,Revue de Qumrân,1961,,article,misc,jstor,,1961-02-01,1 (9),3,http://www.jstor.org/stable/24599243,,Editions Gabalda,fre,2,2,,doktor; institutum judaicum; stanislav segert; qumrân laisse; doktor stanislav; betz assistent; tiibingen tubingen; numéro doktor; entière responsabilité; chaque collaborateur,147,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599302,"Ascetismo e monachesimo prebenedettino, Editiones Universale Studium, numerus 78",Revue de Qumrân,1962,,article,book-review,jstor,,1962-10-01,4 (12),3,http://www.jstor.org/stable/24599302,P. Suitbertus; S. Joanne; Cruce; Giuseppe Turbessi,Editions Gabalda,fre,572,573,,auctor; saltem; ajunt cultor; eamque principaliter; auctori probatum; christianum attinet; theologicas saltem; putat quasdam; injuste severius; régula congregationis,457,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/26566437,THE LONG TEXT OF THE <em>SEREKH</em> AS CRISIS LITERATURE,Revue de Qumrân,2015,,article,research-article,jstor,,2015-01-01,1 (105),27,http://www.jstor.org/stable/26566437,Charlotte Hempel,Peeters Publishers,eng,3,23,,qumran; sea scrolls; dead sea; dead sea scrolls; leiden brill; hempel; manuscripts; charlotte hempel; community; community rule,9918,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609007,"A QUMRAN BIBLICAL FRAGMENT ""4QEZEK.
          <sup>a</sup>
          (EZEK. 10, 17-11, 11)""",Revue de Qumrân,1989,,article,research-article,jstor,,1989-06-01,1 (53),14,http://www.jstor.org/stable/24609007,Lawrence A. Sinclair,Editions Gabalda,eng,99,105,,proto masoretic; qumran; fragment; ezekiel; dny yhwh; reconstruction; first letter; letter; yhm wwtm; mcgregor,2490,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606776,JUDAS' HAND IN THE BOWL AND QUMRAN,Revue de Qumrân,1965,,article,research-article,jstor,,1965-04-01,2 (18),5,http://www.jstor.org/stable/24606776,F. Charles Fensham,Editions Gabalda,eng,259,261,,qumran; strack billerbeck; das evangelium; talmudic parallel; matthew; stretch forth; theodor zahn; qumran meal; qumran manuscript; christ,985,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24607873,Back Matter,Revue de Qumrân,1981,,article,misc,jstor,,1981-02-01,3 (39),10,http://www.jstor.org/stable/24607873,,Editions Gabalda,fre,,,,,11,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24609125,"""JOSUA"", ""RICHTER"" UND ""CD""",Revue de Qumrân,1998,,article,research-article,jstor,,1998-06-01,3 (71),18,http://www.jstor.org/stable/24609125,Birgit Lucassen,Editions Gabalda,fre,373,396,,josua richter; dieser; vorlage; dab die; die lxx; israels; mit dem; אנשי המלחמה; israël; schlub,10875,24,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599222,Neutestamentliche Zeitgeschichte. Erster Halbband : Das Judentum Palästinas zur Zeit Jesu und der Apostel. Dritte durchgehend neubearbeitete Auflage,Revue de Qumrân,1959,,article,book-review,jstor,,1959-11-01,1 (5),2,http://www.jstor.org/stable/24599222,P. Barnabé Steiert; Werner Foerster,Editions Gabalda,fre,98,99,,qumrân; peuple juif; foerster; troisième partie; flavius josèphe; vocable essener; messie céleste; durchgehend neubearbeitete; neutestamentliche zeitgeschichte; foerster neutestamentliche,499,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663247,"THE USE AND INTERPRETATION OF THE BOOK OF ""JUBILEES"" IN THE ""MǍṢḤǍFǍ MILAD""",Revue de Qumrân,2014,,article,research-article,jstor,,2014-12-01,4 (104),26,http://www.jstor.org/stable/24663247,Jacques T.A.G.M. van Ruiten,Editions Gabalda,eng,613,629,,jubilees; homily; mäshäfä milad; jacques tagm; vanderkam; abraham; tagm van; teqemt wendt; ethiopian orthodox; angels,7369,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663157,Scribal Practices and Approaches Reflected in the Texts Found in the Judean Desert. Studies on the Texts of the Desert of Judah volume 54,Revue de Qumrân,2011,,article,book-review,jstor,,2011-01-01,1 (97),25,http://www.jstor.org/stable/24663157,Russell Fuller; Emanuel Tov,Editions Gabalda,eng,136,139,,scribal; judean desert; scribal practices; qumran; qumran practice; proto masoretic; qumran scribal; scrolls; manuscripts; hebrew,1714,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24608965,BRÈVES REMARQUES ARCHÉOLOGIQUES CONCERNANT LA CHRONOLOGIE DES OCCUPATIONS ESSÉNIENNES DE QOUMRÂN,Revue de Qumrân,1986,,article,research-article,jstor,,1986-03-01,2 (46),12,http://www.jstor.org/stable/24608965,E.-M. Laperrousaz,Editions Gabalda,fre,199,212,,période; monnaies; notre ère; ont été; cette période; établissement; une monnaie; rapport préliminaire; revue biblique; salomé alexandra,6163,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24663016,TABLES DU TOME XX,Revue de Qumrân,2002,,article,misc,jstor,,2002-12-01,4 (80),20,http://www.jstor.org/stable/24663016,Corrado Martone,Editions Gabalda,fre,625,663,,ensemble; martone; références aux; références bibliques; aux textes; auteurs cités; qumrân; références aux textes; millier; habacuc,11669,39,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24599728,ZUR FUNKTIONSFÄHIGKEIT DES ESSENISCHEN KALENDERS,Revue de Qumrân,1961,,article,research-article,jstor,,1961-11-01,3 (11),3,http://www.jstor.org/stable/24599728,A. Strobel,Editions Gabalda,ger,395,412,,kalender; vor chr; nach chr; die neutestamentliche; fur die; handbuch; periode; mit dem; neutestamentliche wissenschaft; ginzel handbuch,7819,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24607914,"DAMASCUS DOCUMENT IX, 16-23 AND PARALLELS",Revue de Qumrân,1978,,article,research-article,jstor,,1978-03-01,3 (35),9,http://www.jstor.org/stable/24607914,Bernard S. Jackson,Editions Gabalda,eng,445,450,,mishnah sanhédrin; testes singulares; rabinovitch; rabbinic; witnesses; damascus document; schiffman; qumran; capital; pharisaic rabbinic,2276,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24606916,"Archaeology and the Dead Sea Scrolls, The Schweich Lectures of the British Academy 1959, Revised Edition in an English Translation",Revue de Qumrân,1977,,article,book-review,jstor,,1977-07-01,2 (34),9,http://www.jstor.org/stable/24606916,J. Briend; Roland de Vaux,Peeters Publishers,fre,273,274,,qumrân; première édition; auteur; seconde édition; fouilles; ouvrage; vaux qui; cet ouvrage; obtenus par; khirbet mazin,683,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/24600031,"Der ""Weg"" als Selbstbezeichnung des Urchristentums, Eine traditionsgeschichtliche und semasiologische Untersuchung (= Annales Academiae Scientiarum Finnicae, Ser. B, Tom. 132, 2)",Revue de Qumrân,1967,,article,book-review,jstor,,1967-02-01,1 (21),6,http://www.jstor.org/stable/24600031,Joachim Gnilka; Eero Repo,Editions Gabalda,eng,157,159,,essene; qumran; apollos; essene influences; syrian christianity; baptist; johns disciples; pauline tradition; johns gospel; baptist traditions,1171,3,unigrams; bigrams; trigrams
